Identificador, "Codigo externo do registro", Etapa   , "Data da criacao" , "Momento do ultimo ganho", "Momento da ultima perda", "Na mesma etapa desde", "Codigo - Oferta de curso", "Nome - Oferta de curso", "Identificador da pessoa", "Codigo externo da pessoa", "Nome da pessoa"                , "Nome do responsavel", Atividade    , "E-mail da pessoa"       , "E-mails secundarios", "Telefone da pessoa", "Telefones secundarios", CPF        , "Data de nascimento", "Valor da oportunidade", "Data da atividade", "Forma de ingresso", "Grau de instrucao", "Escola de origem", "Nota do ENEM", "Processo seletivo", Unidade, Modalidade, Status        , "Local da oferta", Canal      , "Resumo atual"  , Objecao, "Observacoes da perda", Endereco, Numero , Bairro , Cidade , UF     , Concorrentes, Probabilidade, "[AE] Situacao de matricula", "Area de Preferencia", "[AE] % de nota geral", "[AE] % de frequencia geral", "[AE] Satisfacao", "[AE] Qtd de lancamentos Vencidos", Matematica, "Portugues ", Literatura, Redacao, Quimica, Fisica, Biologia, Geografia, Historia, Filosofia, Sociologia, Artes, Curso
           87, "- - -"                     , "- - -" , "15/06/2025 14:16", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       107, "- - -"                   , "Eliana Serra"                  , "- - -"              , "Sem agendar", eliana@email.com         , "- - -"              , 39985258074         , "- - -"                , 22420404050, 01/04/2007          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         94,           74,         62,      65,      80,     96,       65,        70,       75,        66,         62,    81, Engenharia Civil
           86, "- - -"                     , "- - -" , "15/06/2025 14:14", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       106, "- - -"                   , "Davi Junqueira"                , "- - -"              , "Sem agendar", davi@email.com           , "- - -"              , +5533963636363      , "- - -"                , 45914501040, 27/04/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         96,           66,         71,      68,      70,     99,       85,        87,       74,        63,         68,    63, Engenharia Civil
           85, "- - -"                     , "- - -" , "15/06/2025 14:13", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       105, "- - -"                   , "Danubia Tostes"                , "- - -"              , "Sem agendar", danubia@email.com        , "- - -"              , +5534985552336      , "- - -"                , 81645394069, 28/08/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         93,           68,         85,      77,      63,     90,       83,        63,       65,        62,         74,    77, Engenharia Civil
           84, "- - -"                     , "- - -" , "15/06/2025 14:12", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       104, "- - -"                   , "Cintia Chagas"                 , "- - -"              , "Sem agendar", cintia@email.com         , "- - -"              , +5537944775588      , "- - -"                , 78284207060, 09/09/2006          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         96,           63,         85,      65,      74,     91,       63,        68,       82,        74,         60,    66, Engenharia Elétrica
           83, "- - -"                     , "- - -" , "15/06/2025 14:10", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       103, "- - -"                   , "Caim Castro"                   , "- - -"              , "Sem agendar", caim@email.com           , "- - -"              , +5533952635369      , "- - -"                , 12362768090, 23/04/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         93,           74,         80,      68,      63,     92,       83,        74,       66,        89,         63,    82, Engenharia Elétrica
           82, "- - -"                     , "- - -" , "15/06/2025 14:09", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       102, "- - -"                   , "Bruna Ju�ara"                  , "- - -"              , "Sem agendar", bruna@email.com          , "- - -"              , 39953695280         , "- - -"                , 68535480005, 16/07/2007          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         93,           66,         64,      85,      71,     99,       60,        87,       64,        61,         77,    80, Engenharia Elétrica
           81, "- - -"                     , "- - -" , "15/06/2025 14:08", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       101, "- - -"                   , "Adonis Alves"                  , "- - -"              , "Sem agendar", adonis@email.com         , "- - -"              , +5532955362536      , "- - -"                , 87949106000, 04/04/2015          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Exatas               , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         93,           63,         65,      64,      67,     98,       65,        68,       60,        74,         77,    60, Engenharia Elétrica
           80, "- - -"                     , "- - -" , "15/06/2025 12:58", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                       100, "- - -"                   , "Helena Bandeira"               , "- - -"              , "Sem agendar", helena@email.com         , "- - -"              , +5531942745808      , "- - -"                , 29397798057, 14/03/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Comunica��o          , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         63,           99,         63,      81,      75,     74,       63,        68,       77,        74,         92,    87, Relações Públicas
           79, "- - -"                     , "- - -" , "15/06/2025 12:57", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        99, "- - -"                   , "Leia Nunes"                    , "- - -"              , "Sem agendar", leia@email.com           , "- - -"              , +5537941232255      , "- - -"                , 37678604068, 30/10/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Comunica��o          , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         63,           98,         95,      94,      63,     77,       65,        80,       87,        65,         93,    74, Publicidade e Propaganda
           78, "- - -"                     , "- - -" , "15/06/2025 12:55", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        98, "- - -"                   , "Gean Gouvea"                   , "- - -"              , "Sem agendar", gean@email.com           , "- - -"              , +5537984741122      , "- - -"                , 38359869022, 29/07/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Tecnologia           , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         92,           63,         74,      68,      77,     85,       89,        80,       71,        63,         62,    68, Ciência de Dados
           77, "- - -"                     , "- - -" , "15/06/2025 12:53", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        97, "- - -"                   , "Gabriela Pinheiro"             , "- - -"              , "Sem agendar", gabriela@email.com       , "- - -"              , 39963580852         , "- - -"                , 01003563031, 13/08/2007          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Tecnologia           , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         88,           63,         85,      67,      84,     60,       74,        77,       68,        90,         80,    63, Sistemas da Informação
           76, "- - -"                     , "- - -" , "15/06/2025 12:52", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        96, "- - -"                   , "Fernando Feitosa"              , "- - -"              , "Sem agendar", fernando@email.com       , "- - -"              , 30958634758         , "- - -"                , 52578363005, 27/05/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Tecnologia           , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         93,           74,         63,      71,      68,     69,       80,        81,       74,        63,         68,    90, Engenharia de Software
           75, "- - -"                     , "- - -" , "15/06/2025 12:51", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        95, "- - -"                   , "Fab�ola Leite"                 , "- - -"              , "Sem agendar", fabiola@email.com        , "- - -"              , +5534985360896      , "- - -"                , 79545816082, 31/01/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Tecnologia           , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         90,           96,         65,      81,      80,     80,       93,        97,       84,        74,         76,    80, Ciência da Computação
           74, "- - -"                     , "- - -" , "15/06/2025 12:43", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        94, "- - -"                   , "Edneia Malta"                  , "- - -"              , "Sem agendar", edneia@email.com         , "- - -"              , 36985258074         , "- - -"                , 33373761000, 09/02/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         93,           65,         80,      67,      74,     71,       72,        70,       68,        69,         83,    97, Design de Interiores
           73, "- - -"                     , "- - -" , "15/06/2025 12:42", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        93, "- - -"                   , "Edmundo Lins"                  , "- - -"              , "Sem agendar", edmundo@email.com        , "- - -"              , +5537980415236      , "- - -"                , 54811954025, 07/06/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         90,           63,         73,      74,      85,     81,       80,        77,       79,        76,         65,    95, Design Gráfico
           72, "- - -"                     , "- - -" , "15/06/2025 12:41", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        92, "- - -"                   , "Eduardo Paes"                  , "- - -"              , "Sem agendar", eduardo@email.com        , "- - -"              , +5532963147452      , "- - -"                , 29236581080, 17/05/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         68,           78,         90,      76,      86,     88,       84,        65,       68,        60,         63,    97, Moda
           71, "- - -"                     , "- - -" , "15/06/2025 12:40", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        91, "- - -"                   , "Danilo Drummond"               , "- - -"              , "Sem agendar", danilo@email.com         , "- - -"              , 36963696369         , "- - -"                , 98780445055, 06/09/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         69,           68,         74,      75,      80,     81,       63,        70,       74,        85,         63,    99, Artes Plásticas
           70, "- - -"                     , "- - -" , "15/06/2025 12:39", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        90, "- - -"                   , "Daniel Duna"                   , "- - -"              , "Sem agendar", daniel@email.com         , "- - -"              , +5535963258074      , "- - -"                , 23334166023, 10/10/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         68,           69,         96,      74,      63,     71,       80,        63,       62,        73,         71,    99, Artes Cênicas
           69, "- - -"                     , "- - -" , "15/06/2025 12:38", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        89, "- - -"                   , "Clara Dimas"                   , "- - -"              , "Sem agendar", clara@email.com          , "- - -"              , 36985254780         , "- - -"                , 19751798035, 06/08/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         63,           68,         99,      98,      63,     68,       74,        71,       78,        80,         88,    99, Teatro
           68, "- - -"                     , "- - -" , "15/06/2025 12:37", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        88, "- - -"                   , "Breno Santos"                  , "- - -"              , "Sem agendar", breno@email.com          , "- - -"              , 36958470852         , "- - -"                , 52986127096, 14/07/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         63,           68,         85,      87,      63,     69,       80,        84,       87,        89,         80,    98, Artes Visuais
           67, "- - -"                     , "- - -" , "15/06/2025 12:35", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        87, "- - -"                   , "Bruno Cavalcante"              , "- - -"              , "Sem agendar", bruno@email.com          , "- - -"              , 36963258074         , "- - -"                , 89118589006, 03/06/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Artes                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         96,           63,         68,      65,      72,     77,       71,        63,       68,        60,         63,    96, Design
           66, "- - -"                     , "- - -" , "15/06/2025 12:31", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        86, "- - -"                   , "Gustavo Madeira"               , "- - -"              , "Sem agendar", gustavo@email.com        , "- - -"              , +5531985236980      , "- - -"                , 27944327024, 13/06/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Biol�gicas           , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         90,           63,         75,      67,      91,     96,       99,        80,       81,        82,         74,    73, Engenharia Florestal
           65, "- - -"                     , "- - -" , "15/06/2025 12:30", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        85, "- - -"                   , "Lilian Matos"                  , "- - -"              , "Sem agendar", lilian@email.com         , "- - -"              , +5532963525808      , "- - -"                , 37063238000, 05/08/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Biol�gicas           , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         63,           63,         61,      61,      91,     97,       99,        63,       64,        70,         71,    76, Biomedicina
           64, "- - -"                     , "- - -" , "15/06/2025 12:29", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        84, "- - -"                   , "Luan Santos"                   , "- - -"              , "Sem agendar", luan@email.com           , "- - -"              , +5537985236980      , "- - -"                , 86161419017, 24/08/2011          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Biol�gicas           , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         91,           68,         71,      63,      98,     80,       99,        80,       63,        65,         69,    70, Farmácia
           63, "- - -"                     , "- - -" , "15/06/2025 12:28", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        83, "- - -"                   , "Ruan Marques"                  , "- - -"              , "Sem agendar", ruan@email.com           , "- - -"              , +5531947521436      , "- - -"                , 93360013026, 23/06/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Biol�gicas           , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         62,           61,         73,      71,      90,     65,       97,        63,       63,        78,         74,    75, Nutrição
           62, "- - -"                     , "- - -" , "15/06/2025 12:26", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        82, "- - -"                   , "Raissa Junqueira"              , "- - -"              , "Sem agendar", raissa@email.com         , "- - -"              , +5535985368074      , "- - -"                , 34163075003, 06/09/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Biol�gicas           , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         95,           63,         74,      68,      90,     96,       98,        65,       97,        91,         63,    70, Agronomia
           61, "- - -"                     , "- - -" , "15/06/2025 12:23", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        81, "- - -"                   , "Yuri Malcom"                   , "- - -"              , "Sem agendar", yuri@email.com           , "- - -"              , +5532958480436      , "- - -"                , 56725321011, 23/08/2004          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Humanas              , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         63,           96,         98,      80,      74,     71,       60,        63,       99,        80,         73,    60, Biblioteconomia
           60, "- - -"                     , "- - -" , "15/06/2025 12:21", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        80, "- - -"                   , "Ingrid Ara�jo"                 , "- - -"              , "Sem agendar", ingrid@email.com         , "- - -"              , +5537952368074      , "- - -"                , 52525527038, 03/03/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Humanas              , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         63,           80,         74,      84,      84,     75,       63,        96,       99,        89,         90,    98, Museologia
           59, "- - -"                     , "- - -" , "15/06/2025 12:20", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        79, "- - -"                   , "Iago Jos�"                     , "- - -"              , "Sem agendar", iago@email.com           , "- - -"              , 36984275063         , "- - -"                , 21500195073, 26/07/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Humanas              , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         92,           80,         65,      87,      63,     68,       73,        77,       96,        98,         97,    65, Administração
           58, "- - -"                     , "- - -" , "15/06/2025 12:19", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        78, "- - -"                   , "Elis Regina"                   , "- - -"              , "Sem agendar", elis@email.com           , "- - -"              , +5532963580741      , "- - -"                , 63451828006, 25/08/2007          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Humanas              , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         63,           68,         90,      67,      72,     73,       82,        98,       90,        93,         96,    72, Relações Internacionais
           57, "- - -"                     , "- - -" , "15/06/2025 12:18", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        77, "- - -"                   , "Anderson Augusto"              , "- - -"              , "Sem agendar", anderson@email.com       , "- - -"              , +5531974525806      , "- - -"                , 89261496091, 15/06/2009          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Humanas              , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         63,           68,         74,      75,      61,     60,       68,        90,       91,        96,         98,    72, Serviço Social
           56, "- - -"                     , "- - -" , "15/06/2025 12:17", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        76, "- - -"                   , "Mario Andrade"                 , "- - -"              , "Sem agendar", mario@email.com          , "- - -"              , +5532963258074      , "- - -"                , 64956556063, 09/09/2010          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Humanas              , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         77,           63,         80,      68,      77,     61,       63,        80,       85,        91,         90,    63, Ciências Sociais
           55, "- - -"                     , "- - -" , "15/06/2025 12:16", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        75, "- - -"                   , "Sofia Sanches"                 , "- - -"              , "Sem agendar", sofia@email.com          , "- - -"              , +5531974523685      , "- - -"                , 29286419040, 15/05/2013          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Humanas              , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         81,           87,         84,      62,      61,     60,       74,        98,       95,        98,         91,    75, Geografia
           54, "- - -"                     , "- - -" , "15/06/2025 12:15", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        74, "- - -"                   , "Clarice Lima"                  , "- - -"              , "Sem agendar", clarice@email.com        , "- - -"              , +5532988336699      , "- - -"                , 52638817031, 27/10/2008          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Humanas              , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         85,           90,         84,      97,      63,     61,       67,        88,       86,        89,         91,    70, Direito
           53, "- - -"                     , "- - -" , "15/06/2025 12:13", "- - -"                  , "- - -"                  , "- - -"               , "- - -"                   , "- - -"                 ,                        73, "- - -"                   , "Gabriel Costa"                 , "- - -"              , "Sem agendar", gabriel@email.com        , "- - -"              , +5531988552233      , "- - -"                , 11544274041, 11/11/2007          , "- - -"                , "- - -"            , "- - -"            , "- - -"            , "- - -"           , "- - -"       , "- - -"            , "- - -", "- - -"   , "Em andamento", "- - -"          , "Api teste", "N�o contactado", "- - -", "- - -"               , "- - -" , "- - -", "- - -", "- - -", "- - -", "- - -"     , "- - -"      , "- - -"                     , Sa�de                , "- - -"               , "- - -"                     , "- - -"          , "- - -"                           ,         63,           91,         74,      80,      96,     88,       99,        75,       74,        63,         61,    68, Fonoaudiologia
